>contig_1
1	1918	-	2	1.140492	I:642,	D:289,
826444	827622	-	1	1.188738	I:	D:
827831	828775	+	2	1.138673	I:	D:
828887	829567	+	2	1.173725	I:	D:
829703	831835	+	2	1.162104	I:	D:
831935	832504	+	2	1.137322	I:	D:
832507	833496	+	1	1.168731	I:	D:
833655	836944	+	3	1.159790	I:	D:835994,
837112	838632	+	1	1.144744	I:	D:
838752	839834	+	3	1.113224	I:	D:
839848	841499	+	1	1.102499	I:	D:840674,
841518	842384	+	3	1.140274	I:	D:
842445	843821	+	3	1.128518	I:	D:
843946	846270	+	1	1.127590	I:843970,	D:844707,
846341	847228	-	2	1.131395	I:	D:
847230	847712	-	3	1.224155	I:	D:
847747	848211	-	1	1.172683	I:	D:
848315	849016	+	2	1.199798	I:	D:
849107	850060	-	2	1.146589	I:	D:
850109	851158	-	2	1.177140	I:	D:
851217	852791	-	3	1.151589	I:	D:
853042	853956	+	1	1.142310	I:	D:
854016	855596	+	3	1.102980	I:	D:
855790	858091	+	1	1.179462	I:858084,	D:
858095	860318	-	2	1.187683	I:859464,	D:
860335	861456	+	1	1.140518	I:	D:
861469	862545	+	1	1.094039	I:	D:
862574	863864	+	2	1.148606	I:863022,	D:
863866	865438	-	1	1.148408	I:863880,	D:
865634	867175	-	2	1.168696	I:	D:
867493	869849	+	1	1.153796	I:867610,867641,	D:
870007	870648	-	1	1.131661	I:	D:
870779	872196	-	2	1.134706	I:	D:871580,
872506	873903	+	1	1.175530	I:	D:
873927	877122	+	3	1.161703	I:	D:874529,876370,
877162	878328	+	1	1.183070	I:	D:
878532	879446	+	3	1.157437	I:	D:
879565	880806	+	1	1.126186	I:	D:
880962	883178	+	3	1.175292	I:	D:
883222	887214	+	1	1.115485	I:885353,885386,	D:884302,886403,
887286	888717	-	3	1.162404	I:888075,	D:
888835	889626	-	1	1.164793	I:	D:
890505	891329	+	3	1.130866	I:	D:
891381	891707	-	3	1.209968	I:	D:
891719	894171	-	2	1.143549	I:	D:892868,
894205	895773	-	1	1.128629	I:	D:
895948	896850	+	1	1.120579	I:	D:
896947	897828	+	1	1.138674	I:	D:
897891	898835	-	3	1.147218	I:	D:
898969	899865	+	1	1.112785	I:	D:
899939	901723	-	2	1.139457	I:	D:
901820	902272	+	2	1.099153	I:	D:
902308	903545	+	1	1.154645	I:	D:902355,
903626	905664	+	2	1.120051	I:	D:905049,
905787	906275	+	3	1.109619	I:	D:
906408	908663	-	3	1.186422	I:907651,	D:907742,
908757	908849	-	3	1.223542	I:	D:
908869	911088	-	1	1.130743	I:	D:
911245	912174	-	1	1.157300	I:	D:
912188	912535	-	2	1.191565	I:	D:
912657	914485	-	3	1.151881	I:	D:913864,
914514	918135	-	3	1.148521	I:915370,916176,	D:916896,
918198	919058	-	3	1.179697	I:	D:
919093	919932	-	1	1.148392	I:	D:
920038	921063	-	1	1.146100	I:	D:
921181	922068	-	1	1.153546	I:	D:
922081	922728	-	1	1.130897	I:	D:
922821	923747	+	3	1.118064	I:	D:
923828	924634	-	2	1.192067	I:	D:
924951	925517	+	3	1.230744	I:	D:
925769	927319	+	2	1.170115	I:	D:
927449	927893	-	2	1.213946	I:927847,	D:
927993	928931	+	3	1.147749	I:	D:
928961	929617	-	2	1.193827	I:	D:
929773	930443	+	1	1.241843	I:	D:929855,
930470	931066	-	2	1.150508	I:	D:
931083	931784	-	3	1.149550	I:	D:
931994	935270	+	2	1.147400	I:934142,	D:
935301	936392	+	3	1.158891	I:	D:
936627	937808	+	3	1.152077	I:	D:
937832	938500	+	2	1.134433	I:	D:
938510	939007	-	2	1.234011	I:	D:
939107	939958	-	2	1.108651	I:	D:
940098	941222	+	3	1.101091	I:	D:
941305	942291	+	1	1.116903	I:	D:
942453	943251	-	3	1.168321	I:943202,	D:
943463	944365	+	2	1.139692	I:	D:
944379	945353	+	3	1.141136	I:	D:
945538	946461	+	1	1.337005	I:	D:
946522	947511	-	1	1.160499	I:	D:
947576	950063	-	2	1.160236	I:948341,	D:
950259	950948	+	3	1.135269	I:	D:
950993	951137	+	2	1.338603	I:951051,	D:
951154	952321	-	1	1.163940	I:951160,	D:
952341	952431	+	3	1.268662	I:952391,	D:
952528	953004	+	1	1.174101	I:	D:
953085	955081	-	3	1.145610	I:	D:953914,
955086	957561	-	3	1.125381	I:956989,957018,	D:955900,
957624	958706	+	3	1.184421	I:957663,	D:957762,
958746	959600	-	3	1.209538	I:	D:
959605	960900	-	1	1.137840	I:	D:
960936	962072	-	3	1.158683	I:	D:
962242	963267	+	1	1.141213	I:	D:
963360	965510	+	3	1.090240	I:	D:
965527	967966	-	1	1.185431	I:965533,	D:
968041	969578	-	1	1.194822	I:	D:969064,
969682	972001	-	1	1.178101	I:	D:970102,971001,
972085	972756	-	1	1.153977	I:	D:
972770	975961	-	2	1.148291	I:974814,	D:975311,
975965	978488	-	2	1.137979	I:	D:977031,977814,
978506	979153	-	2	1.133429	I:	D:
979168	980706	-	1	1.175384	I:	D:
980727	984482	-	3	1.179695	I:	D:
984632	986017	-	2	1.142580	I:	D:
986049	987221	-	3	1.126220	I:	D:
987238	987491	+	1	1.303881	I:987354,987415,	D:
987493	988800	+	1	1.101390	I:	D:
988820	989674	-	2	1.169211	I:	D:
989736	990917	-	3	1.145517	I:	D:
991044	992006	+	3	1.158813	I:	D:
992079	999401	+	3	1.109391	I:993242,	D:996323,
999441	1000367	-	3	1.136483	I:	D:
1000452	1001903	+	3	1.130662	I:	D:
1001916	1002908	+	3	1.104375	I:	D:
1003094	1005051	+	2	1.130808	I:	D:1004700,
1005191	1008196	+	2	1.157993	I:1007426,	D:1007169,
1008342	1009617	-	3	1.136032	I:1008349,	D:
1009758	1013000	+	3	1.108918	I:1011045,	D:1011607,
1013184	1014341	+	3	1.134691	I:	D:
1014432	1017667	+	3	1.141046	I:	D:1015048,
1017695	1019895	-	2	1.124213	I:	D:1019176,
1020092	1020730	+	2	1.101948	I:	D:
1020765	1021532	+	3	1.181866	I:	D:
1021575	1022496	+	3	1.229301	I:1021902,	D:
1022529	1023224	+	3	1.160175	I:	D:
1023245	1023361	+	2	1.243851	I:	D:
1023701	1026505	+	2	1.150201	I:	D:
1026670	1027170	+	1	1.180539	I:	D:
1027237	1027788	-	1	1.156358	I:	D:
1028066	1029943	+	2	1.190180	I:1029251,1029380,1029930,	D:
1030008	1030676	-	3	1.146754	I:	D:
1030790	1031491	+	2	1.180949	I:	D:
1031596	1032768	+	1	1.135349	I:	D:
1032843	1034237	-	3	1.145616	I:	D:
1034356	1035219	+	1	1.136893	I:	D:
1035427	1035639	-	1	1.181333	I:	D:
1035657	1037744	-	3	1.141335	I:	D:
1038061	1040141	+	1	1.114005	I:	D:1039472,
1040240	1040785	+	2	1.169645	I:	D:
1040859	1041806	-	3	1.169833	I:	D:
1041897	1042748	+	3	1.195056	I:	D:
1043007	1045785	+	3	1.140932	I:1044033,1044963,	D:1044128,
1048019	1050439	-	2	1.190915	I:	D:
1050574	1052063	-	1	1.168992	I:	D:1051567,
1052378	1053901	+	2	1.159744	I:	D:
1053929	1054124	+	2	1.260336	I:1053978,	D:
1054191	1055633	-	3	1.164414	I:	D:
1055673	1056065	-	3	1.190406	I:	D:
1056226	1057206	-	1	1.149803	I:	D:
1057208	1062381	-	2	1.146899	I:1058890,	D:1060527,1061434,
1062394	1063980	-	1	1.173793	I:	D:
1064113	1065042	-	1	1.108331	I:	D:
1065047	1066960	-	2	1.166737	I:	D:
1067019	1069279	+	3	1.115210	I:1067775,1067808,	D:
1069338	1070410	+	3	1.186796	I:	D:1069964,
1070733	1073463	+	3	1.127136	I:	D:1071196,1073245,
1073466	1074386	+	3	1.113035	I:	D:
1074444	1075865	+	3	1.113844	I:	D:
1076001	1076105	+	3	1.247031	I:	D:
1076253	1078833	+	3	1.117354	I:1077088,	D:
1078876	1079853	+	1	1.133447	I:	D:
1079855	1080649	+	2	1.132102	I:	D:
1080680	1082216	-	2	1.139516	I:1081503,	D:
1082430	1083920	+	3	1.128115	I:	D:
1083986	1085038	-	2	1.156197	I:	D:
1085125	1085217	-	1	1.222126	I:	D:
1085388	1087485	+	3	1.115764	I:1086016,	D:
1087493	1090720	+	2	1.128914	I:	D:
1090838	1091716	+	2	1.241972	I:	D:
1091777	1092997	+	2	1.191490	I:	D:
1093104	1093484	+	3	1.201673	I:	D:
1093787	1094809	+	2	1.183986	I:	D:
1094900	1095799	-	2	1.193231	I:	D:
1095909	1096784	+	3	1.135957	I:	D:
1096839	1097489	+	3	1.162838	I:	D:
1097581	1098531	+	1	1.168016	I:	D:
1098554	1100232	+	2	1.189153	I:	D:1100200,
1100364	1101012	+	3	1.371671	I:1100906,	D:
1101034	1101774	+	1	1.361497	I:1101767,	D:1101717,
1101872	1102837	-	2	1.181411	I:	D:
1103030	1103764	-	2	1.183141	I:	D:
1103790	1105161	-	3	1.158715	I:1104487,	D:
1105179	1106000	-	3	1.173202	I:	D:
1106072	1108002	-	2	1.167873	I:	D:1107326,
1108122	1108451	-	3	1.289546	I:	D:
1115222	1115528	+	2	1.337127	I:1115513,	D:
1116416	1117012	+	2	1.406467	I:	D:
1117313	1117799	-	2	1.362453	I:1117793,	D:
1119591	1120142	-	3	1.310304	I:	D:
1120168	1121145	-	1	1.223945	I:	D:
1121402	1121971	-	2	1.374890	I:	D:
1122004	1122198	+	1	1.314426	I:	D:
1122289	1122591	-	1	1.388546	I:	D:
1122880	1123456	-	1	1.330509	I:1122897,	D:
1123739	1124446	+	2	1.323037	I:	D:
1124621	1125445	-	2	1.195847	I:	D:
1125463	1126062	-	1	1.162383	I:	D:
1126072	1126479	-	1	1.187309	I:	D:
1126599	1128083	-	3	1.132109	I:	D:
1128089	1128742	-	2	1.170531	I:	D:
1128745	1129905	-	1	1.146971	I:	D:
1129932	1134588	-	3	1.138089	I:1130637,1130668,1132550,1133428,	D:
1134628	1135518	-	1	1.132675	I:	D:
1135781	1136209	+	2	1.159555	I:	D:
1136260	1137705	+	1	1.092956	I:	D:
1137804	1138979	+	3	1.150845	I:	D:
1139019	1139939	-	3	1.148781	I:	D:
1140302	1142203	+	2	1.143641	I:	D:
1142225	1144467	+	2	1.080075	I:	D:1143236,
1144504	1145346	-	1	1.138671	I:	D:
1145554	1147206	+	1	1.163803	I:	D:
1147274	1148608	+	2	1.137103	I:	D:
1148650	1149660	-	1	1.168932	I:	D:
1149808	1150866	-	1	1.153300	I:	D:
1151046	1152044	+	3	1.122829	I:	D:
1152052	1152591	-	1	1.171384	I:	D:
1152720	1153256	+	3	1.232516	I:	D:
1153371	1153904	+	3	1.204027	I:	D:
1154013	1154960	-	3	1.198518	I:1154337,	D:1154842,
1154969	1155220	-	2	1.123477	I:	D:
1155351	1156157	+	3	1.156968	I:	D:
1156302	1157828	-	3	1.177810	I:	D:
1157952	1158521	+	3	1.147027	I:	D:
1158698	1160556	+	2	1.131886	I:	D:1159558,
1160686	1161260	+	1	1.135781	I:	D:1161066,
1161370	1162294	+	1	1.181561	I:1161721,1161886,	D:1161778,
1162336	1165101	+	1	1.133998	I:1162740,1162770,1164026,1164126,	D:1165019,
1165138	1166091	+	1	1.096672	I:	D:
1166111	1166779	-	2	1.175436	I:	D:
1166853	1168061	-	3	1.096770	I:	D:
1168169	1169071	+	2	1.110559	I:	D:
1169140	1169958	-	1	1.188615	I:	D:
1170044	1170472	-	2	1.164439	I:	D:
1170553	1171428	-	1	1.135018	I:	D:
1171626	1172753	+	3	1.247679	I:	D:
1172885	1173490	+	2	1.130533	I:	D:
1173563	1174842	-	2	1.157060	I:1174319,1174342,	D:
1175000	1175809	+	2	1.157874	I:	D:
1175821	1176315	+	1	1.176830	I:	D:
1176367	1177904	-	1	1.161352	I:	D:1177173,
1178023	1178985	+	1	1.117778	I:	D:
1179093	1179398	+	3	1.133886	I:	D:
1179408	1181140	+	3	1.121255	I:	D:1180276,
1181154	1181936	+	3	1.107581	I:	D:
1181948	1182724	+	2	1.119365	I:	D:
1182871	1183350	+	1	1.146973	I:	D:
1183418	1184629	-	2	1.140173	I:	D:
1184815	1186284	+	1	1.136279	I:	D:
1186321	1187547	-	1	1.197122	I:	D:
1187630	1187854	-	2	1.286491	I:	D:
1194620	1202105	-	2	1.183196	I:1194626,	D:
1202391	1203608	+	3	1.121639	I:	D:
1203645	1204289	+	3	1.165069	I:	D:
1204563	1205414	+	3	1.177844	I:	D:
1205425	1210113	+	1	1.117787	I:1209361,	D:1208717,
1210229	1211563	-	2	1.159570	I:	D:
1211637	1213505	-	3	1.281016	I:1212696,1212731,1212775,	D:
1213514	1216324	-	2	1.327642	I:	D:
1216379	1217323	-	2	1.316736	I:	D:
1217345	1220044	-	2	1.149089	I:	D:
1220061	1222745	-	3	1.133614	I:	D:
1222765	1225667	-	1	1.159471	I:	D:1223836,
1225721	1226206	-	2	1.185621	I:	D:
1226277	1226780	-	3	1.205787	I:	D:
1226821	1228768	-	1	1.190975	I:1228310,	D:
1228896	1229579	-	3	1.171077	I:	D:
1229823	1230398	+	3	1.296245	I:	D:
1230476	1231822	+	2	1.159061	I:	D:
1231881	1232660	+	3	1.146166	I:	D:
1232686	1238346	+	1	1.155695	I:1237696,	D:1238310,
1238362	1242401	-	1	1.207464	I:1240681,1241442,	D:
1242415	1245291	-	1	1.134318	I:	D:
1245318	1246190	-	3	1.177633	I:	D:
1246430	1247281	+	2	1.201438	I:	D:
1247355	1248752	+	3	1.121097	I:	D:
1248776	1253562	+	2	1.140013	I:	D:1252559,
1253565	1254359	+	3	1.107099	I:	D:
1254448	1255560	-	1	1.160195	I:	D:
1255736	1255987	+	2	1.141893	I:	D:
1256024	1257184	+	2	1.164444	I:	D:
1257272	1257517	+	2	1.165682	I:	D:
1257518	1258309	+	2	1.169328	I:	D:
1258410	1259630	+	3	1.109065	I:	D:
1259860	1260501	+	1	1.168911	I:	D:
1260544	1261071	-	1	1.179123	I:	D:
1261268	1262608	-	2	1.124116	I:	D:
1262663	1263541	-	2	1.137219	I:	D:
1263753	1265565	+	3	1.123383	I:1265031,	D:
1265606	1266358	-	2	1.112205	I:	D:
1266443	1267030	-	2	1.214591	I:	D:
1267033	1268328	-	1	1.200223	I:	D:
1268561	1269151	-	2	1.209322	I:	D:
1269172	1270098	-	1	1.138315	I:	D:
1270359	1273157	+	3	1.180823	I:	D:
1273404	1275524	+	3	1.097933	I:	D:
1275550	1276731	+	1	1.106162	I:	D:
1276743	1277939	+	3	1.136371	I:	D:
1277949	1281043	+	3	1.123913	I:	D:1279072,
1281131	1282117	+	2	1.157668	I:	D:
1282173	1283234	-	3	1.115413	I:	D:
1283509	1284195	+	1	1.108035	I:	D:
1284329	1284775	+	2	1.156156	I:	D:
1284848	1285723	-	2	1.150238	I:	D:
1285843	1287372	+	1	1.107820	I:	D:
1287503	1287970	+	2	1.166051	I:	D:
1288069	1289563	-	1	1.155485	I:1289452,	D:
1289591	1294190	-	2	1.161833	I:1292469,1292509,	D:1293068,
1294518	1295351	+	3	1.145944	I:	D:
1295388	1297111	+	3	1.133310	I:	D:1296457,
1297150	1299465	+	1	1.129802	I:	D:
1299499	1300785	-	1	1.170853	I:	D:
1301026	1301454	+	1	1.163069	I:	D:
1301603	1303431	+	2	1.157407	I:	D:1302714,
1303475	1304404	+	2	1.137797	I:	D:
1304446	1306101	+	1	1.073137	I:	D:
1306144	1307187	-	1	1.166802	I:	D:
1307224	1313011	-	1	1.162424	I:1311180,	D:1308254,1310500,1312510,
1313016	1314635	-	3	1.153153	I:	D:
1315005	1316477	-	3	1.153800	I:	D:
1316596	1317147	-	1	1.123289	I:	D:
1317268	1318845	-	1	1.143539	I:	D:
1319015	1319899	-	2	1.171046	I:	D:
1320110	1321615	+	2	1.107007	I:	D:
1321741	1322145	+	1	1.141307	I:	D:
1322215	1326236	-	1	1.165192	I:	D:1324506,
1326313	1326783	-	1	1.167117	I:	D:
1326909	1327950	-	3	1.190153	I:1327028,	D:
1328132	1331382	+	2	1.211634	I:1329781,	D:1330305,1331276,
1331474	1331716	+	2	1.224654	I:	D:
1331732	1332385	-	2	1.207703	I:	D:
1332638	1333954	-	2	1.168307	I:	D:
1333965	1335740	-	3	1.196988	I:	D:
1335744	1336457	-	3	1.210599	I:	D:
1336802	1337386	+	2	1.138566	I:	D:
1337446	1341379	-	1	1.152397	I:1338234,1338255,	D:1339933,
1341600	1344154	+	3	1.137238	I:	D:1342631,
1344190	1346159	+	1	1.121376	I:	D:1345178,
1346192	1347043	+	2	1.122023	I:	D:
1347065	1348465	-	2	1.123905	I:	D:
1348638	1349528	+	3	1.107909	I:	D:
1349542	1350576	-	1	1.153548	I:	D:
1350825	1351446	+	3	1.200630	I:1350916,	D:
1351484	1352461	-	2	1.174047	I:	D:
1352511	1354031	-	3	1.145342	I:	D:
1354141	1355040	+	1	1.176382	I:	D:
1355055	1356293	-	3	1.149780	I:	D:
1356395	1357414	+	2	1.161863	I:	D:
1357425	1357848	-	3	1.221484	I:1357437,	D:
1357922	1358689	-	2	1.201264	I:	D:
1359163	1360503	-	1	1.175732	I:	D:
1360639	1361085	-	1	1.155454	I:	D:
1361250	1362685	-	3	1.207638	I:	D:1361986,
1362815	1363648	+	2	1.115701	I:	D:
1363694	1364668	-	2	1.222889	I:	D:
1364753	1365184	+	2	1.201645	I:	D:
1365221	1366084	-	2	1.161561	I:	D:
1366283	1367191	+	2	1.156005	I:	D:
1367196	1369492	-	3	1.193871	I:	D:1368483,
1369496	1370089	-	2	1.195907	I:	D:
1370200	1371712	-	1	1.234634	I:1371342,1371446,	D:1370870,
1371850	1372161	+	1	1.242176	I:	D:
1372321	1373283	+	1	1.184642	I:	D:
1373396	1375319	-	2	1.203352	I:	D:1373483,1374407,
1375443	1376024	+	3	1.200303	I:	D:
1376195	1377175	+	2	1.222217	I:	D:
1377215	1378243	+	2	1.198320	I:	D:
1379271	1379625	+	3	1.380498	I:1379601,	D:
1379941	1380735	-	1	1.348446	I:	D:
1381141	1382756	+	1	1.371523	I:	D:1382606,
1383543	1385135	-	3	1.210770	I:	D:
1385256	1386716	-	3	1.180425	I:	D:
1386924	1388057	+	3	1.179857	I:1387541,	D:1387530,
1388145	1390068	+	3	1.198055	I:	D:1389416,1389995,
1390154	1391044	-	2	1.124308	I:	D:
1391218	1392213	+	1	1.132538	I:	D:
1392404	1393369	+	2	1.135570	I:	D:
1393632	1393733	-	3	1.278023	I:	D:
1393803	1394231	+	3	1.207075	I:	D:
1394289	1394498	+	3	1.179917	I:	D:
1394549	1394936	+	2	1.207146	I:1394612,	D:
1394940	1395868	-	3	1.160167	I:	D:1394951,
1396005	1396991	+	3	1.146163	I:	D:
1397006	1398529	+	2	1.148707	I:	D:
1398636	1399108	+	3	1.243029	I:	D:1398959,
1399240	1405708	+	1	1.145527	I:	D:1400187,1401677,1402643,1403556,1404570,
1405739	1408679	+	2	1.153634	I:1407308,	D:
1408704	1409873	+	3	1.143961	I:	D:
1409954	1410853	-	2	1.157168	I:	D:
1410963	1411955	+	3	1.136080	I:	D:
1411984	1414038	+	1	1.123728	I:1413017,	D:1413042,
1414043	1414813	+	2	1.147033	I:	D:
1414872	1414943	+	3	1.322714	I:	D:
1414964	1415767	+	2	1.133912	I:	D:
1415907	1416764	+	3	1.217028	I:	D:
1417381	1418196	+	1	1.286276	I:	D:
1418450	1418920	+	2	1.385568	I:	D:
1418951	1420864	-	2	1.176951	I:	D:
1420955	1421440	+	2	1.299274	I:	D:
1421512	1421964	-	1	1.180608	I:	D:
1422030	1423016	-	3	1.150351	I:	D:
1423086	1424084	-	3	1.166981	I:	D:
1424136	1425365	-	3	1.178980	I:	D:
1425400	1426245	-	1	1.148128	I:	D:
1426331	1427212	+	2	1.134202	I:	D:
1427236	1428099	+	1	1.150523	I:	D:
1428303	1429374	+	3	1.238258	I:	D:1428707,1428761,
1429421	1432466	-	2	1.220285	I:1431006,	D:
1432632	1433527	+	3	1.263890	I:	D:1433507,
1433561	1435756	-	2	1.182710	I:	D:
1435955	1436371	-	2	1.367392	I:	D:
1436613	1437281	-	3	1.223910	I:	D:
1438163	1439308	-	2	1.156720	I:	D:
1439537	1439959	+	2	1.157657	I:	D:
1440022	1440830	-	1	1.181349	I:	D:1440035,
1440913	1442088	-	1	1.154866	I:	D:
1442232	1444400	-	3	1.228935	I:	D:
1444461	1445411	-	3	1.149217	I:	D:
1445630	1446511	+	2	1.140961	I:	D:
1446661	1447569	+	1	1.201424	I:	D:
1447787	1449018	+	2	1.156742	I:	D:1448232,
1449142	1449897	+	1	1.165316	I:	D:
1449959	1450756	-	2	1.183679	I:	D:
1450818	1451294	+	3	1.145503	I:	D:
1451374	1452675	+	1	1.136673	I:	D:
1452751	1453545	+	1	1.138451	I:	D:
1453677	1457657	+	3	1.160247	I:	D:1453688,1455153,1456660,
1457677	1458420	-	1	1.137021	I:	D:
1458432	1459247	-	3	1.239738	I:	D:
1459365	1460027	-	3	1.204237	I:	D:
1460111	1460779	+	2	1.133776	I:	D:
1460837	1462077	-	2	1.179146	I:	D:1460842,
1462087	1463079	-	1	1.155199	I:	D:
1463234	1464157	-	2	1.162891	I:	D:
1464299	1465237	+	2	1.125802	I:	D:
1465330	1466283	+	1	1.159567	I:	D:
1466288	1466977	+	2	1.158974	I:	D:
1467047	1467673	-	2	1.190603	I:	D:
1467726	1468312	+	3	1.245171	I:	D:1467763,
1468408	1469880	-	1	1.164789	I:	D:
1470008	1470925	-	2	1.133611	I:	D:
1471033	1471992	+	1	1.155765	I:	D:
1472011	1472997	+	1	1.123395	I:	D:
1473071	1474330	-	2	1.262232	I:	D:
1474435	1476482	-	1	1.142609	I:	D:1475801,
1476607	1478062	+	1	1.138495	I:1477366,	D:
1478180	1479805	-	2	1.121695	I:	D:
1480017	1484096	-	3	1.142085	I:	D:
1484432	1486278	+	2	1.118895	I:	D:1484979,
1486366	1487397	+	1	1.156276	I:	D:
1487643	1488194	-	3	1.165611	I:	D:
1488284	1489129	-	2	1.142111	I:	D:
1489299	1491026	-	3	1.201774	I:1490233,1490301,1490867,	D:
1491215	1492393	+	2	1.175683	I:	D:
1492533	1494176	-	3	1.168466	I:	D:
1494308	1495195	+	2	1.133646	I:	D:
1495306	1496229	+	1	1.146291	I:	D:
1496252	1497693	-	2	1.291866	I:1496329,1496365,	D:
1497874	1499300	-	1	1.269150	I:	D:1499168,
1499583	1500458	+	3	1.274966	I:	D:
1500531	1501508	-	3	1.159624	I:	D:
1501644	1502969	+	3	1.131300	I:	D:
1502999	1504309	+	2	1.161830	I:	D:
1504359	1506794	-	3	1.160018	I:	D:
1506979	1507749	-	1	1.152030	I:	D:
1507767	1508975	-	3	1.200466	I:	D:
1509081	1509956	+	3	1.175516	I:	D:
1510157	1511854	+	2	1.227037	I:	D:
1512025	1513281	-	1	1.193267	I:	D:
1513420	1514491	-	1	1.240812	I:1513899,	D:
1514511	1515107	-	3	1.217219	I:	D:
1515311	1515931	+	2	1.214860	I:	D:
1516091	1516408	+	2	1.210034	I:	D:
1516440	1518062	+	3	1.132592	I:	D:
1518338	1518781	+	2	1.188597	I:	D:
1518816	1519202	+	3	1.154523	I:	D:
1519240	1520226	-	1	1.199090	I:	D:
1520268	1521035	-	3	1.159412	I:	D:
1521769	1522905	+	1	1.203602	I:	D:
1522997	1523968	+	2	1.131354	I:	D:
1523973	1530314	+	3	1.148846	I:1525392,	D:1524884,1526404,1527912,1529255,
1530375	1532004	+	3	1.202137	I:1530383,	D:
1532128	1534617	+	1	1.136830	I:	D:
1534645	1535295	-	1	1.194013	I:	D:
1535489	1536514	+	2	1.215511	I:	D:
1536522	1540879	-	3	1.202307	I:	D:1538471,
1541042	1542843	-	2	1.202334	I:	D:1542124,
1543122	1543460	+	3	1.308624	I:	D:
1543466	1544197	-	2	1.172105	I:	D:
1544344	1545105	+	1	1.144788	I:	D:
1545121	1545735	-	1	1.162917	I:	D:
1545745	1546422	-	1	1.208835	I:	D:
1546444	1546902	-	1	1.192626	I:	D:
1547104	1547778	+	1	1.158523	I:	D:
1547808	1548286	-	3	1.232864	I:	D:1547896,
1548384	1549412	-	3	1.188498	I:	D:
1549708	1550529	+	1	1.130130	I:	D:
1550571	1552676	-	3	1.156486	I:	D:
1552926	1555031	+	3	1.145359	I:	D:
1555132	1557861	-	1	1.134161	I:1556881,	D:1555891,
1557889	1558845	-	1	1.140906	I:	D:
1558917	1560938	-	3	1.174560	I:	D:
1561164	1563253	+	3	1.115051	I:	D:1561852,
1563306	1564121	-	3	1.142712	I:	D:
1564193	1566155	-	2	1.143039	I:1564882,	D:
1566286	1568906	+	1	1.127036	I:	D:1567195,
1568985	1570283	-	3	1.165803	I:	D:
1570593	1571697	+	3	1.175901	I:1570658,	D:
1571740	1572495	+	1	1.117655	I:	D:
1572506	1574029	+	2	1.143888	I:	D:
1574045	1574368	+	2	1.081466	I:	D:
1574429	1575937	-	2	1.170528	I:	D:
1576113	1578190	+	3	1.131818	I:	D:1577361,
1578208	1583875	-	1	1.169087	I:1578852,1578867,1582700,	D:1580020,1581865,
1583917	1584954	-	1	1.171339	I:	D:
1584957	1586632	-	3	1.142563	I:	D:1585843,
1586890	1587693	+	1	1.147805	I:	D:
1587709	1589814	-	1	1.190215	I:	D:
1590121	1591011	-	1	1.185254	I:	D:
1591115	1591650	-	2	1.250284	I:	D:1591313,
1591660	1593522	-	1	1.136847	I:	D:
1593596	1594108	-	2	1.186416	I:	D:
1594112	1594842	-	2	1.245283	I:	D:1594454,
1594876	1596087	-	1	1.183730	I:	D:
1596106	1596648	-	1	1.250053	I:	D:
1596841	1597305	-	1	1.238574	I:	D:
1597582	1599702	-	1	1.174196	I:	D:
1599780	1600979	+	3	1.142595	I:	D:
1601132	1601782	+	2	1.163985	I:	D:
1601897	1604347	-	2	1.197698	I:	D:
1604598	1605863	-	3	1.199646	I:	D:
1605998	1606651	-	2	1.207456	I:	D:
1606656	1607966	-	3	1.193569	I:	D:
1608135	1608890	-	3	1.185323	I:	D:
1609153	1609698	+	1	1.172352	I:	D:
1609798	1610004	-	1	1.235916	I:	D:
1610298	1610870	-	3	1.186979	I:	D:
1611088	1611291	-	1	1.335698	I:	D:
1611661	1611981	-	1	1.322371	I:	D:
1612073	1612471	-	2	1.143101	I:	D:
1612533	1612881	+	3	1.176623	I:1612554,	D:
1612976	1613248	-	2	1.180161	I:	D:
1613348	1613743	-	2	1.227300	I:	D:
1613770	1614963	-	1	1.170418	I:	D:
1615065	1615982	+	3	1.190903	I:	D:
1616165	1616563	-	2	1.214216	I:	D:
1616631	1617821	-	3	1.126144	I:	D:
1617956	1618537	+	2	1.147990	I:	D:
1618659	1619562	+	3	1.210897	I:1619148,	D:
1619586	1619894	-	3	1.200743	I:	D:
1619961	1620985	-	3	1.238752	I:	D:1620833,
1621046	1623246	+	2	1.181956	I:1621996,1622036,	D:
1623289	1623999	-	1	1.153123	I:	D:
1624142	1627912	-	2	1.171023	I:1624744,	D:1626284,
1627954	1630964	-	1	1.183782	I:	D:1629524,
1631187	1631872	+	3	1.211615	I:1631573,1631613,	D:
1631905	1632396	+	1	1.180807	I:	D:
1632498	1632758	-	3	1.301740	I:	D:
1633148	1633366	+	2	1.182671	I:	D:
1633584	1633903	+	3	1.363569	I:1633693,	D:1633634,1633691,
1634308	1635539	-	1	1.218796	I:1634501,	D:1634779,1635279,
1635541	1635849	-	1	1.212187	I:	D:
1636049	1636181	+	2	1.307753	I:1636177,	D:
1637124	1637554	-	3	1.395605	I:1637334,1637442,	D:
1637764	1644496	-	1	1.281518	I:1637842,1638364,1640187,1640530,1640533,1642036,1642881,1642892,	D:1638350,1639003,1641235,1642339,
1644498	1645042	-	3	1.318337	I:	D:1644611,
1645052	1645501	-	2	1.195635	I:	D:
1645560	1647068	-	3	1.229317	I:	D:
